pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,role_key,sp_indicator,rp_indicator,pitch_number_appearance,pitcher_at_bat_number,times_faced
FC,4/5/2021,93.7,-2.11,5.5,c88c4564d5b20479e25d266e9cd6342115a7596a,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,,swinging_strike,1,R,L,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,S,,,0,0,2021,0.1,0.58,-0.35,3.16,,,,2,6,Bot,,,8f207761a5d661092d192327d82b31fffb03520c,,4.359523786,-136.4706754,-1.641365603,0.375335066,28.24532919,-24.79149266,3.49,1.6,,,,94.6,2527,6.6,634600,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,8f207761a5d661092d192327d82b31fffb03520c,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,5e2471543554c6e6c724baab37d616f6d11d57e9,35356970180d7c585b23f342d80e3231418a86ce,2f7fd76e945aaedd0d86916e6e0aa0396954cd82,23e9038fdcd6b8d0cb4b981d832584085629cddb,dc3388cd406e42cc389f1efb4b2031922476d704,ceeeda3bde736c0c656b03be05b4583f1daaf664,53.86,,,,,,,,55,1,Cutter,0,7,0,7,7,0,0,7,Infield shift,Standard,210,0,-0.018,SP,1,0,80,22,3
FF,4/5/2021,92.6,-2.2,6.66,4803634608bc30a04f9af8996949a77d882c4b9f,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,,foul,11,R,L,R,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,S,,,2,1,2021,-0.92,1.66,-0.03,3.98,,87758f0175a131b8836b7c378aad170e3c379671,da8a78b0aba1c6f1d9092a69851a8c3ff9999bb6,0,5,Bot,,,151f1a0a4d4509711c02ef31320fa25afb343d0f,,7.518301647,-134.4752477,-4.541185037,-12.93849266,34.3992612,-11.34675988,3.41,1.56,230,72,33,91.8,2316,6.3,634562,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,151f1a0a4d4509711c02ef31320fa25afb343d0f,b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,73b4d0c624c772c7969d5df019766bb774bf4f9b,b7d69db25c114771689e75b02d1e5861b4a44564,bb4b4ea98775420ac9e6b12fa25d54b33af99a38,1a35380236861a3e9242fc1790692a52ca977c92,f520169b688bef43a04467c83c70597e247e2da3,e2838eb3228d23ff0a3493056be9dbf9d9715695,54.18,,,,,,,,42,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,210,0,-0.121,SP,1,0,80,19,3
SI,4/5/2021,95.7,1.69,5.77,4f6c643961e8df8f6d76d136b13ba2674b158140,4be0e45ba7969bcad788c1410dec531270067842,,foul,4,R,L,L,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,1,2,2021,1.3,1.04,-0.56,2.61,,,,0,6,Bot,,,08c5771a634d6ce1269b5e03de7c96ef0a856558,,-8.868688736,-138.9571603,-5.051852594,18.8281446,32.78607403,-17.68678202,3.47,1.59,246,80.2,43,95.7,2221,6.6,634612,4be0e45ba7969bcad788c1410dec531270067842,08c5771a634d6ce1269b5e03de7c96ef0a856558,24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,514eeb6e6c17085fc1adabf03f1adca32318411f,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,6bb1b0754829982c54484e4d2772d2616871b8ff,d94deb665ae01b16da724920198bb128769a1cdd,c8f1ff43c331519aab03daab36b84b55edbb3e58,037158ce34a79cee4dd9ddafd4c7b8ca90327429,53.94,,,,,,,,48,5,Sinker,1,5,1,5,5,1,1,5,Infield shift,Standard,127,0,0,SP,1,0,80,20,3
SI,4/5/2021,93.1,-1.64,6.02,eca3dc252aac948649a6705643262093beb26336,0c049bc522425eab3482cc503f0c1f416be05b4f,,foul,8,R,R,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,S,,,3,1,2021,-1.32,0.94,-0.13,2.06,,,,2,3,Top,,,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,6.758535612,-135.3998668,-6.487884537,-17.65571083,28.6930938,-19.41878085,3.55,1.63,3,82,-33,93.4,2232,6.4,634588,0c049bc522425eab3482cc503f0c1f416be05b4f,011de33d151ba44dc18c0a7129b4df39ed66b8cc,c8d01b8601f139d0616d902f44f24cae25172c32,ea9202974652e55e75b22a3a1cf86742587eb368,7b00d5dda854778e8d3ba783d4918faddae32575,061eb45e0292790d19a0638e0bd4edb4dad2d319,b8ef1de941498a52fd463411f09b22dfe580d92f,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,aa8f48170af8888d0c34eb83f563f16cf540ea52,54.07,,,,,,,,23,5,Sinker,0,6,6,0,6,0,6,0,Infield shift,Standard,215,0,-0.027,SP,1,0,80,17,2
SL,4/5/2021,85.5,2.27,6.54,af2204da5514e67430e221c1d858a31cd0a6400e,0f061b9439845159c394a71e55d635b10ca25656,,ball,12,R,L,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,B,,,1,2,2021,-0.53,-0.15,0.72,4.51,fad331a3643e0f975f041aa16e18b72a99417688,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,2,4,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-2.594690549,-124.5206647,1.786361814,-4.940788065,25.94724341,-34.29232318,3.26,1.61,,,,85.2,2401,6.1,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,54.36,,,,,,,,38,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,258,0,0.087,SP,1,0,80,18,2
SI,4/5/2021,97.2,-1.24,6.14,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,63010ddee8efefb0c8495979427b6b7b4f66b148,,ball,13,R,L,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,B,,,0,2,2021,-1.24,1.22,-1.03,1.28,,75174627fd934205ab7d1905d926b580814f9759,eaa13ab7ddce28c31510e5eb5191bcaa76de7af4,1,3,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,3.383191549,-141.1614896,-10.19785708,-17.38924351,32.90882049,-13.72790263,3.37,1.6,,,,96.5,2341,6.1,634600,63010ddee8efefb0c8495979427b6b7b4f66b148,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,54.45,,,,,,,,27,3,Sinker,0,5,5,0,5,0,5,0,Infield shift,Standard,205,0,0.052,SP,1,0,80,17,2
FF,4/5/2021,93.1,-1.78,4.88,46571913dbc31676e98be5ad4db1f9d974f040a6,2af8cae185649642c98a64031cd30d75d8ea8031,,foul,14,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,S,,,3,2,2021,-0.94,1.15,0.5,1.4,,,,0,6,Top,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,,8.006655766,-135.2422116,-5.689458417,-13.35049991,29.90269491,-17.03749757,3.49,1.6,2,81.4,-29,93.9,1996,6.9,634558,2af8cae185649642c98a64031cd30d75d8ea8031,b457b98c999402bcaafcbc50238ebc5d85510b5f,5b58c9f7d85915d8168e94faa680e188e085e270,fe6eac0778f476c3f1ffe6a1fd637f077573e077,834bafd5b6ea070a9db54c6e4ab5a3153488c22d,d18578b6741fea39f0922df69f56c19f2bd69c1c,67e41a583ed6915acedf8a84d34d11bad7a85740,09c4fd07f6de14adc4edeed0aacd4b55f3bbad50,0cdc8c492978d2ef0285cdf8f5236684314a12cd,53.64,,,,,,,,45,6,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,223,0,0,SP,1,0,80,21,3
FF,4/5/2021,88.6,-1.52,6.48,7b00d5dda854778e8d3ba783d4918faddae32575,e6822c35620fc9837800588826173a2153b69478,,ball,12,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,0,1,2021,-0.63,1.14,0.26,4.74,,,,0,6,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,5.647020155,-129.0356692,-0.604659088,-8.203875639,26.14926347,-19.47370731,3.41,1.56,,,,88.5,,6.1,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,ce8deef1e0fcf6291e046d6dd52da74fa6678fed,54.41,,,,,,,,57,2,4-Seam Fastball,1,13,1,13,13,1,1,13,Infield shift,Standard,,0,0.027,SP,1,0,80,20,3
SL,4/5/2021,86.9,-2.46,6.17,67e41a583ed6915acedf8a84d34d11bad7a85740,bfffb70b83aa305ea467a536c0938798b1bfc298,walk,ball,14,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,B,,,3,2,2021,0.47,-0.06,1.62,1.95,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,2,4,Bot,,,f65d6d417a0f0e29d63de0e0b55479aa193419f7,,8.734215871,-126.3543211,-3.811566038,3.383813951,24.56025574,-32.21105463,3.26,1.59,,,,86.5,2601,6,634558,bfffb70b83aa305ea467a536c0938798b1bfc298,f65d6d417a0f0e29d63de0e0b55479aa193419f7,0f69eb701a55b4137c4f9912a16bf5e8e4ed6dc6,847d88b282780a11b682814f019fcc9e444db809,c54dabda41371474f52e62bb6a476a19d82d77ae,099f3caaed41f6345911adda9cbfae974cbdb9a9,46571913dbc31676e98be5ad4db1f9d974f040a6,054330d52db7c91df94452501112e67b3986598b,890d67add2583db4829420c56ef54e478ab712fa,54.51,,,0.7,1,0,0,,35,6,Slider,1,2,1,2,2,1,1,2,Infield shade,Standard,142,0.027,0.191,SP,1,0,80,19,3
SL,4/5/2021,82.8,-1.91,5.77,08c5771a634d6ce1269b5e03de7c96ef0a856558,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,ball,14,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,B,,,0,1,2021,0.45,0.37,1.98,1.67,,,,1,4,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,7.985864393,-120.3547678,-3.614899168,2.928886251,22.23820264,-28.07890815,3.04,1.41,,,,83,2469,6.4,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.12,,,,,,,,26,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard,79,0,0.021,SP,1,0,80,17,2
CH,4/5/2021,83.5,-2.01,5.37,ae090ac7b421da3981f417983bf7cc75136411eb,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,,ball,11,R,L,R,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,B,,,1,0,2021,-1.19,0.68,-1.26,2.56,,,,0,7,Top,,,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,,4.123383412,-121.6264128,-1.385249497,-12.63452996,23.48233754,-25.37323083,3.24,1.62,,,,84.6,1805,6.9,634566,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,53a6f179986e50fc6b1a20a75a94ba892239de43,db5a959497a3f45b886a20f13e5f0b70faee6927,a4b506ad554bf35ae6d966f8997b30554e28e967,04919f19fd9c50566716c96ff5f0615b14ccfe3d,786672c08d33f1282d91da2df59542edc3219d39,67b4dd811b60988c269a492a5ea3927036c30741,a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23,53.58,,,,,,,,45,2,Changeup,4,0,0,4,0,4,0,4,Infield shift,Standard,221,0,0.07,SP,1,0,80,21,3
SL,4/5/2021,86.1,-2.31,6.32,036bb24338d2cb9318ab0cc768eeee1d32515369,34294c5b512043e6f7ad920382ed06035f0982b8,,ball,11,R,R,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,2,1,2021,0.33,0.58,-0.66,4.03,,81272c934b63edda7b2c6ca9f268f5a594ce5131,,1,5,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,3.264553194,-125.3115632,-0.30875777,2.714891452,27.05958199,-26.30445936,3.3,1.59,,,,86.1,2285,6.4,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,54.06,,,,,,,,37,4,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,128,0,0.061,SP,1,0,80,18,2
FF,4/5/2021,94.2,-1.8,5.04,46571913dbc31676e98be5ad4db1f9d974f040a6,2af8cae185649642c98a64031cd30d75d8ea8031,,ball,13,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,B,,,2,2,2021,-0.99,1.3,-0.27,1.15,,,,0,6,Top,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,,6.215942005,-136.9232365,-7.329421642,-13.76695726,29.90347193,-14.42892977,3.18,1.6,,,,94.8,2169,6.7,634558,2af8cae185649642c98a64031cd30d75d8ea8031,b457b98c999402bcaafcbc50238ebc5d85510b5f,5b58c9f7d85915d8168e94faa680e188e085e270,fe6eac0778f476c3f1ffe6a1fd637f077573e077,834bafd5b6ea070a9db54c6e4ab5a3153488c22d,d18578b6741fea39f0922df69f56c19f2bd69c1c,67e41a583ed6915acedf8a84d34d11bad7a85740,09c4fd07f6de14adc4edeed0aacd4b55f3bbad50,0cdc8c492978d2ef0285cdf8f5236684314a12cd,53.82,,,,,,,,45,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,221,0,0.101,SP,1,0,79,21,3
SI,4/5/2021,92.2,1.08,5.53,0f46bb1ed363d593af42cfddbe027922aff10780,8b04fa5301010f7ed5a77b2a440de2e1019359f7,,called_strike,8,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,2,1,2021,1.58,0.82,-0.22,1.9,,,,1,5,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,-6.685853264,-133.9554265,-5.088651179,20.44518324,30.62478801,-21.39313458,3.43,1.73,,,,91.4,2105,6,634551,8b04fa5301010f7ed5a77b2a440de2e1019359f7,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.5,,,,,,,,40,4,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,144,0,-0.053,SP,1,0,79,22,3
SI,4/5/2021,91,1.72,5.98,705bd2962c69a2d18c196329eb7167125e3c1e06,82bde68c049407a9ac8f5aaa0cfb1b825b195dba,walk,ball,11,R,R,L,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,B,,,3,2,2021,1.09,1.22,-1.2,2.83,,,5b1ac9a19d0b1dbc0ab174aeb665fc68f4a7012d,0,4,Top,,,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,,-9.718980635,-132.1529319,-4.643333306,14.85362094,27.00673578,-17.04382976,3.43,1.65,,,,91.4,2072,6.5,634552,82bde68c049407a9ac8f5aaa0cfb1b825b195dba,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,46c7ce33e78264b2373438ed1f49a64c12d4e273,b9e6784516b5651712b4f7a92335585d2a80aa0c,9c4413851a0f4ec032f2262e2734e464372d8661,fa3e8eaf33094acd8695929a324a43956446ff27,fa139d0e0d97d8276733a78b6f934b26178864fe,7fe97fbb484e94e5f2cc6de69848bc3f5c393922,8f32367c24170f9bcb60d681e3b8b46c3d512a43,53.95,,,0.7,1,0,0,,28,6,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,161,-0.027,0.507,SP,1,0,79,17,2
KC,4/5/2021,78.3,-1.9,6.27,7b00d5dda854778e8d3ba783d4918faddae32575,e6822c35620fc9837800588826173a2153b69478,,called_strike,9,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,S,,,0,0,2021,0.95,-0.35,0.81,1.49,,,,0,6,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,4.058999536,-113.8604581,-2.626871402,7.230552717,25.35973583,-34.87395416,3.41,1.56,,,,77.1,1959,6,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,ce8deef1e0fcf6291e046d6dd52da74fa6678fed,54.55,,,,,,,,57,1,Knuckle Curve,1,13,1,13,13,1,1,13,Infield shift,Standard,9,0,-0.038,SP,1,0,79,20,3
FF,4/5/2021,97.7,1.67,6.62,af2204da5514e67430e221c1d858a31cd0a6400e,0f061b9439845159c394a71e55d635b10ca25656,,foul,2,R,L,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,1,1,2021,0.76,1.6,-0.13,3.05,fad331a3643e0f975f041aa16e18b72a99417688,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,2,4,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-6.604675427,-141.8173901,-7.715349509,11.90676536,35.91456191,-9.044184052,3.47,1.59,234,72.3,44,97.2,2347,6.4,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,54.11,,,,,,,,38,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,151,0,-0.205,SP,1,0,79,18,2
SL,4/5/2021,87.8,-2.26,6.41,036bb24338d2cb9318ab0cc768eeee1d32515369,34294c5b512043e6f7ad920382ed06035f0982b8,,ball,13,R,R,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,1,1,2021,0.21,0.44,-0.06,0.64,,81272c934b63edda7b2c6ca9f268f5a594ce5131,,1,5,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,4.905457173,-127.4752839,-8.722636838,1.248835951,27.71392663,-25.71220513,3.32,1.59,,,,87.9,2242,6.6,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,53.92,,,,,,,,37,3,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,159,0,0.05,SP,1,0,79,18,2
SL,4/5/2021,86.5,-1.68,6,eca3dc252aac948649a6705643262093beb26336,0c049bc522425eab3482cc503f0c1f416be05b4f,,ball,14,R,R,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,2,1,2021,0.07,0.81,1.39,0.96,,,,2,3,Top,,,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,7.189270815,-125.6901066,-7.521023674,-0.568069705,22.98312909,-22.29888053,3.55,1.63,,,,87.1,2253,6.5,634588,0c049bc522425eab3482cc503f0c1f416be05b4f,011de33d151ba44dc18c0a7129b4df39ed66b8cc,c8d01b8601f139d0616d902f44f24cae25172c32,ea9202974652e55e75b22a3a1cf86742587eb368,7b00d5dda854778e8d3ba783d4918faddae32575,061eb45e0292790d19a0638e0bd4edb4dad2d319,b8ef1de941498a52fd463411f09b22dfe580d92f,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,aa8f48170af8888d0c34eb83f563f16cf540ea52,53.97,,,,,,,,23,4,Slider,0,6,6,0,6,0,6,0,Infield shift,Standard,215,0,0.042,SP,1,0,79,17,2
CH,4/5/2021,85.7,1.85,5.61,4f6c643961e8df8f6d76d136b13ba2674b158140,4be0e45ba7969bcad788c1410dec531270067842,,foul,2,R,L,L,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,1,2,2021,1.29,0.61,0.11,3.14,,,,0,6,Bot,,,08c5771a634d6ce1269b5e03de7c96ef0a856558,,-6.706943939,-124.6646583,-0.786354758,14.82348292,25.32240034,-25.92311415,3.47,1.59,0,12.8,62,85.6,2050,6.3,634612,4be0e45ba7969bcad788c1410dec531270067842,08c5771a634d6ce1269b5e03de7c96ef0a856558,24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,514eeb6e6c17085fc1adabf03f1adca32318411f,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,6bb1b0754829982c54484e4d2772d2616871b8ff,d94deb665ae01b16da724920198bb128769a1cdd,c8f1ff43c331519aab03daab36b84b55edbb3e58,037158ce34a79cee4dd9ddafd4c7b8ca90327429,54.21,,,,,,,,48,4,Changeup,1,5,1,5,5,1,1,5,Infield shift,Standard,102,0,0,SP,1,0,79,20,3
SL,4/5/2021,81.8,-2.13,6.02,08c5771a634d6ce1269b5e03de7c96ef0a856558,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,called_strike,11,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,0,0,2021,0.8,-0.04,-0.39,3.25,,,,1,4,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,2.385845974,-119.2344825,0.332206629,7.233330854,21.65009629,-32.85302446,2.99,1.41,,,,82.1,2622,6.3,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.25,,,,,,,,26,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard,82,0,-0.027,SP,1,0,79,17,2
SI,4/5/2021,93.6,-2.41,6.2,67e41a583ed6915acedf8a84d34d11bad7a85740,bfffb70b83aa305ea467a536c0938798b1bfc298,,ball,12,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,B,,,2,2,2021,-1.47,0.89,1.13,3.45,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,2,4,Bot,,,f65d6d417a0f0e29d63de0e0b55479aa193419f7,,12.26210147,-135.7138088,-3.282639431,-20.82518281,29.04233135,-20.62087621,3.28,1.59,,,,92.8,2228,6,634558,bfffb70b83aa305ea467a536c0938798b1bfc298,f65d6d417a0f0e29d63de0e0b55479aa193419f7,0f69eb701a55b4137c4f9912a16bf5e8e4ed6dc6,847d88b282780a11b682814f019fcc9e444db809,c54dabda41371474f52e62bb6a476a19d82d77ae,099f3caaed41f6345911adda9cbfae974cbdb9a9,46571913dbc31676e98be5ad4db1f9d974f040a6,054330d52db7c91df94452501112e67b3986598b,890d67add2583db4829420c56ef54e478ab712fa,54.52,,,,,,,,35,5,Sinker,1,2,1,2,2,1,1,2,Infield shift,Standard,218,0,0.072,SP,1,0,79,19,3
